MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
3.8691,46,4.7214,0.741,2012,1.3949,34.7548,-121.1709,196854
9.1643,30,8.8057,2.8018,2662,2.7043,37.4592,-118.3931,540407
9.3207,13,9.7284,1.7898,408,4.0534,38.7117,-119.224,524548
8.1099,31,1.7644,1.3616,4717,4.1588,36.1538,-116.6598,392256
10.2041,46,7.9942,3.5202,4731,3.4297,35.0774,-119.7587,523173
4.6027,43,3.3252,0.8773,516,3.4596,38.3193,-119.9346,232097
8.9609,13,4.4149,4.4015,1463,1.4826,36.9834,-115.4914,497929
6.5243,32,5.9291,4.5492,2136,2.7648,40.2872,-116.9287,347326
10.4325,17,9.9526,1.9649,2425,3.3047,32.5394,-116.8057,553042
3.4065,3,2.8793,4.941,2976,3.7344,39.3607,-121.2814,142197
9.2068,1,2.1745,2.3057,2627,1.3671,38.9276,-119.444,458878
4.0011,5,6.3548,4.8304,1345,3.7626,40.667,-118.0546,240166
5.2617,32,8.6774,4.941,1958,4.7651,40.4495,-121.4077,306929
4.4526,25,6.8339,4.2211,1639,4.1449,33.5031,-114.0696,261688
3.9683,45,4.1282,1.0617,906,3.4955,38.4133,-119.5152,188343
12.6471,5,9.7928,3.1299,4396,1.3885,38.0414,-120.3087,697354
5.3571,37,9.9553,3.7936,2177,4.1774,38.9441,-115.4862,335727
14.0162,23,7.9358,0.8486,1368,3.6518,41.8128,-121.5238,757795
14.594,12,8.2217,4.5214,3644,3.1948,33.0943,-115.9764,768325
9.212,34,7.8476,4.3331,3338,4.2086,38.2923,-114.5708,493978
3.4305,23,3.3189,4.7024,4806,3.698,37.969,-116.7958,154231
6.5564,16,2.3524,2.8143,4220,2.8788,32.0747,-119.0227,331585
12.2694,49,5.9892,1.9594,3420,1.9383,38.5865,-122.76,646649
6.4598,5,9.5873,2.7786,3741,3.0174,36.9716,-116.9944,350870
2.6747,44,8.9046,3.7821,3400,1.6163,39.7299,-115.6514,132112
9.0166,47,1.9617,2.3729,1287,1.2408,39.5524,-119.8529,391767
12.9091,28,1.5129,2.0829,2542,1.9358,32.4366,-116.3468,601361
12.245,6,8.8639,0.8468,4669,2.4684,39.8041,-118.5992,656411
3.8642,13,6.5171,2.5126,2765,3.5872,40.972,-116.2388,169566
10.5823,43,3.7389,2.268,2449,2.9975,38.3201,-121.3181,495854
4.4768,30,6.0559,3.4848,2936,3.9406,40.6921,-123.9461,254428
4.4458,26,2.995,2.4744,596,3.9499,34.0814,-114.0391,185348
13.3,17,9.5226,0.5182,485,3.8243,41.0103,-122.3238,688644
4.8705,9,8.4448,2.6796,2349,3.1899,41.3589,-115.211,276660
5.0538,16,9.6601,3.9817,1930,3.6521,34.8481,-123.1123,277991
1.5088,49,2.6835,4.7539,4294,4.9097,35.4537,-117.4761,46782
13.254,18,8.593,1.3683,2564,3.8231,39.1091,-123.4387,755291
12.2,13,6.0426,2.4014,844,3.9699,35.3607,-117.294,696840
9.9689,29,3.9249,4.3136,4006,2.1648,41.895,-122.9371,455066
11.6286,43,5.317,0.6928,552,2.9119,34.882,-117.9543,599530
3.5527,45,9.4995,2.0745,4660,2.7408,32.2887,-120.3835,194549
7.6874,24,7.2231,3.1599,2724,2.4139,40.1763,-118.7465,411475
6.2415,45,4.2392,2.0413,1290,2.8382,32.433,-123.5,309017
2.766,44,9.9991,2.7022,2136,3.3921,41.7426,-120.4661,162400
8.0628,46,4.1117,4.726,2901,3.4968,37.9996,-116.198,342794
13.93,13,8.3235,0.6077,4805,4.3583,36.393,-116.246,730730
2.0408,25,8.0594,0.8506,256,3.6253,39.3258,-117.3901,152041
5.4347,41,7.5063,1.3863,1474,4.4775,39.1584,-114.4975,302284
4.3018,46,7.0249,2.232,683,3.6265,35.8852,-117.3701,206001
4.715,1,1.978,2.6186,1947,2.4003,34.1394,-120.5478,232637
13.7639,9,9.9546,0.665,836,3.5235,40.4491,-117.2497,792957
7.8189,4,2.4494,4.4715,732,3.9161,41.2198,-120.4388,390352
7.795,28,6.3652,3.9137,510,3.7426,41.9486,-117.9541,411109
11.7678,12,3.2423,1.706,1604,4.3996,35.6324,-117.3069,639677
3.5856,24,2.519,1.6555,4169,4.6223,37.7693,-119.4445,174597
8.0781,46,6.0352,0.6151,535,2.3408,41.8105,-114.165,397088
7.3048,9,8.5271,2.2961,3163,1.3157,36.1247,-123.0127,396137
9.5583,35,4.3925,1.6452,2910,3.6256,39.9049,-118.9314,489154
14.994,38,1.6945,3.2829,259,1.4411,41.3976,-115.0412,671795
11.8876,35,6.6138,2.9655,4667,4.5359,33.8546,-119.6037,636417
6.8712,33,7.8979,4.8071,3557,4.2887,39.2456,-117.8694,379739
12.672,35,3.6648,4.0786,2981,3.8541,39.0292,-119.8944,575561
3.8046,46,7.2153,0.8639,2295,4.7047,35.8896,-114.4338,193598
1.9113,20,1.6821,3.6693,4252,4.5487,41.81,-114.2343,59436
4.2601,2,4.2529,0.982,3233,4.6917,40.6684,-122.1205,260213
6.0956,44,5.2672,1.9539,3134,3.9418,41.9427,-114.6641,277962
8.3928,26,8.0377,2.9976,3769,2.4738,37.5007,-118.8662,380355
9.8042,42,4.0433,2.7307,4707,1.191,34.2216,-118.2597,489007
13.7932,13,5.0833,3.62,4842,1.2462,34.7933,-114.5639,632440
8.383,30,6.6552,4.1451,2965,4.1726,39.9154,-116.6352,466345
8.2672,32,6.6167,4.2322,2911,1.7655,35.6161,-117.7015,398703
2.1783,36,5.6598,0.7625,2949,2.2524,34.1496,-115.2176,114073
1.9713,19,3.9563,3.3875,4300,3.3444,41.2189,-117.4187,85704
8.9407,22,7.0293,4.8262,3002,1.5244,35.4097,-123.2372,439753
7.4154,1,8.5344,3.8976,3240,4.9413,32.8163,-117.0402,424783
12.8289,11,2.3843,2.8396,1486,4.2684,37.6654,-114.5748,635644
3.6692,26,4.0642,4.9934,2470,3.3388,37.5022,-118.6776,143953
1.8371,48,7.0187,0.6979,699,4.6338,36.2232,-118.6128,123617
7.562,19,7.802,0.8967,1285,2.9743,36.464,-121.2212,416726
4.706,19,8.0331,3.9566,726,4.5878,34.1976,-118.3747,318476
2.1698,12,6.8794,2.9739,1422,4.3039,34.9582,-114.622,121637
11.2821,3,5.3044,1.0599,131,1.0563,36.8656,-121.1676,612436
3.0065,18,6.8122,2.1889,1492,4.187,41.7213,-114.3188,169971
9.7123,49,2.2154,0.7893,1477,4.1357,41.8013,-116.9118,443388
5.2942,5,2.8699,2.8689,2458,2.2695,32.8719,-121.8137,266893
3.8422,48,9.3478,0.9683,4644,2.9722,41.0637,-116.955,228855
6.6266,24,9.2995,0.531,4034,1.5528,36.4012,-119.7648,395165
12.3195,14,7.515,1.9509,4554,3.6663,36.5913,-118.1338,648262
6.7933,51,3.9434,1.5524,3016,3.6976,35.593,-115.3884,355310
11.6354,38,6.8396,2.1294,2339,4.9258,40.7939,-121.8484,616646
3.1941,3,7.1901,2.0771,575,3.891,36.5718,-119.52,219490
11.9324,6,5.636,3.3351,4333,2.7894,32.0568,-119.618,632680
4.6986,12,7.7367,3.5601,2658,1.7211,41.3536,-117.1026,238201
10.6448,11,1.2672,1.0731,3116,4.1509,41.741,-123.3173,559683
9.1381,39,3.306,2.699,573,2.4152,36.3241,-122.1343,401789
14.0435,26,8.1501,4.5012,596,4.7749,36.3612,-119.5948,738394
6.7289,1,9.4483,1.1678,209,2.1084,32.1751,-118.5536,407883
2.3932,16,8.8848,4.8509,3222,1.7864,34.0179,-123.5663,108723
1.7586,48,7.4484,0.5871,901,3.4817,33.2012,-119.5662,74093
12.6626,49,2.4895,0.9487,1597,4.6625,39.9556,-117.7921,608379
8.5839,47,4.3185,1.2991,1480,1.5643,37.1544,-122.6424,408175
11.9658,9,1.4519,2.6141,1602,1.1654,34.8935,-119.583,566748
4.6647,5,6.7588,1.8462,1417,4.8695,41.2459,-116.6067,273264
6.1586,8,5.0488,2.3818,127,1.5469,38.4612,-123.1036,293659
1.9064,21,6.1571,4.7337,4571,3.4301,41.3665,-117.8,60271
14.4801,33,9.8142,2.0362,1359,1.7964,34.5424,-120.167,752079
10.5162,39,4.6203,4.3165,4683,1.6707,40.6647,-119.493,447749
14.0983,43,3.7604,0.8276,3099,1.6242,40.5483,-120.3956,680273
5.0842,20,2.3554,4.1538,2110,3.8399,40.9713,-123.159,246754
9.7548,45,2.2925,4.557,3492,4.0385,40.1744,-118.0171,433818
10.6597,22,5.6672,1.7825,2123,1.4792,40.0615,-119.7502,557860
5.7869,13,7.7431,2.9619,3231,1.5463,40.49,-115.5992,299840
12.9495,39,6.0802,1.3422,4420,4.7373,40.9596,-116.6763,604041
14.2867,11,8.8596,0.9089,3952,3.3554,36.2376,-118.2028,784127
13.4455,18,3.8429,3.9668,1576,4.1252,34.1901,-121.6311,663099
11.4774,30,6.3554,3.3342,4247,1.3222,32.7212,-119.1459,542325
5.2458,33,6.9512,3.8851,1483,1.2096,34.7513,-116.2228,252872
5.3018,44,3.5262,2.4786,2958,2.5848,40.6292,-122.8256,216091
14.5054,3,4.5667,1.6232,831,3.221,41.971,-122.8134,776327
1.6388,1,6.3185,2.4208,2107,2.49,36.2307,-121.8084,95660
11.1667,36,1.1884,0.7916,1847,3.8537,36.6798,-115.1365,513067
11.0343,6,8.9795,1.7759,2189,3.6779,35.9271,-118.9109,611885
9.9063,37,1.9996,1.8389,1079,2.7874,37.5092,-114.2394,469615
14.8665,29,1.428,3.7154,4518,1.3177,36.7802,-115.1426,691560
5.7104,11,2.9353,0.7391,4520,3.3821,38.8399,-121.6942,243640
6.0896,13,5.5209,1.6037,4817,1.9675,34.7467,-114.141,281290
2.5657,11,3.9583,1.7447,216,2.5434,36.0299,-119.0969,149033
7.4778,38,4.9613,2.9811,680,1.0576,36.0259,-115.2968,330623
5.0242,51,1.7584,1.6011,2245,3.0844,35.1868,-119.242,221904
6.1357,25,3.0979,1.0959,2397,3.796,39.9823,-114.5383,248003
12.7667,15,1.8789,1.6609,1610,3.31,37.4027,-116.5642,622250
14.129,13,3.0674,2.3985,285,4.0063,37.5999,-118.7221,683813
4.0074,42,7.3298,2.8646,1866,4.9977,34.4115,-117.0015,173700
6.5289,33,6.1776,0.6646,3675,3.5303,36.2397,-121.7322,302547
14.0365,13,4.0057,1.8941,4626,1.8843,35.4465,-115.4507,697597
2.3344,38,3.351,3.9388,1908,3.2892,41.0773,-121.2685,68796
2.7469,24,9.9778,3.1893,1516,1.9803,32.3782,-118.064,160519
3.6977,20,7.9108,2.5522,2881,2.3208,33.7503,-114.0875,183989
9.5354,44,8.3984,2.5384,1875,2.4082,38.6054,-123.4705,508543
3.5314,17,1.2373,2.16,3121,3.0799,38.0499,-122.2724,158108
14.569,50,1.5363,2.0392,3744,3.0949,39.1472,-117.1314,669913
7.5306,24,7.4135,2.3029,292,3.6693,32.4542,-117.6319,423376
8.2705,26,2.7265,4.4114,4125,2.7509,40.8256,-116.7577,382700
4.8299,40,4.8309,2.6097,1534,1.7508,41.3097,-123.8051,206242
7.858,32,2.6575,3.5117,2341,2.9639,39.8184,-117.1745,372090
10.4358,29,2.5936,4.1353,3984,4.1859,33.7476,-114.587,533692
11.6409,14,1.9817,2.4438,416,3.8113,39.8888,-119.9905,571814
11.6772,37,6.3483,4.2762,4572,1.4611,35.1656,-119.0982,577820
9.3015,22,7.6537,4.9671,2444,4.7933,33.5203,-116.9956,511835
13.7089,34,1.5116,2.7687,289,2.2233,32.8106,-115.1954,655013
12.535,27,3.48,2.3124,2764,3.3458,32.4716,-116.4651,642060
11.7201,28,6.9253,4.1261,4185,1.1283,40.4233,-114.3818,576777
2.2507,22,4.5308,3.4213,3919,4.6379,40.4308,-116.6074,53017
1.5929,43,7.342,3.2594,2324,3.7343,32.3314,-121.1343,47939
4.368,3,7.8331,4.4876,1869,2.1042,39.1563,-115.0439,266856
10.4576,22,1.2906,3.4225,4942,3.7333,34.541,-118.9182,534689
7.0512,48,4.4277,3.3871,1868,2.1702,34.2274,-114.8165,302653
6.9325,21,7.5623,1.4311,3061,2.0389,37.6201,-123.343,415964
13.4419,16,4.4057,3.597,2881,2.7879,36.579,-117.5273,644460
13.5901,9,1.0525,4.6085,4680,3.4003,33.8916,-123.8654,641194
13.7739,13,4.0267,3.0935,3944,1.8374,32.0568,-122.5025,685252
5.7374,10,8.8539,4.5652,750,3.9716,35.2252,-120.9699,341485
10.8293,49,9.5675,2.0281,2151,3.3122,36.0543,-116.6061,575402
5.167,21,6.0446,0.6916,223,1.0298,36.7522,-119.8057,281484
4.0732,49,3.7572,2.5031,2006,3.1975,36.0821,-119.5683,236511
3.9925,42,5.1946,0.5178,3886,2.6837,35.8038,-121.0459,203505
6.1185,40,3.1258,1.1967,4818,3.6774,41.633,-115.5664,268486
7.3044,7,2.5131,1.3577,1407,4.5911,41.1994,-114.3644,425552
12.7178,46,5.4418,2.9023,4123,2.0506,35.9121,-114.1678,619335
3.1185,22,7.6302,4.7747,4388,3.6947,41.4139,-118.7819,200504
11.4215,18,3.0022,0.5892,1157,1.6067,32.8712,-123.5587,535145
8.6746,21,9.1858,1.5651,2219,1.3424,32.1273,-123.0184,480232
5.3873,51,2.514,4.8625,115,4.7273,35.3083,-115.2748,215402
8.1531,50,6.0257,4.4674,3255,4.4492,33.8528,-118.031,372554
5.5492,14,7.9874,4.2568,1265,3.0056,39.0443,-122.1937,312780
9.5471,10,2.9205,0.9131,4829,1.5533,38.2627,-118.6318,508471
7.3569,33,3.668,3.3984,2849,2.0533,41.7448,-117.8468,340420
3.7195,9,1.4634,1.4141,2597,3.2695,39.539,-115.4271,220358
3.0739,18,9.4955,3.4296,3453,3.6074,35.9475,-117.3977,164083
8.8804,13,5.3827,2.4239,2364,3.7624,34.6883,-119.1629,473990
13.6826,17,1.5788,3.3605,3551,3.9913,32.5453,-117.9698,677698
6.1434,23,8.4711,2.4299,3155,1.8395,34.6422,-122.6613,277271
11.3955,25,6.1241,4.5847,820,2.185,33.8232,-121.5561,583211
10.3919,16,1.4976,0.6139,2689,1.0505,40.3909,-118.7062,503316
14.076,24,5.0581,1.362,2095,1.2959,35.2586,-121.8618,722061
12.5832,31,4.9096,4.2485,1692,2.238,38.8369,-114.1462,644986
9.1492,11,2.3147,3.8154,2827,1.7431,38.479,-118.513,447397
10.3699,23,4.7834,1.3383,4991,2.9702,32.5934,-122.5693,517901
13.6282,41,3.5453,1.0465,4292,4.3946,32.2257,-114.7721,629352
6.8935,39,7.2995,1.9007,785,3.892,36.4505,-116.9053,360758
5.9117,22,1.0494,2.6684,4652,4.0183,41.2581,-123.6112,304833
1.6459,33,1.9574,0.7112,2875,3.401,38.3928,-120.366,-12163
12.6584,41,9.2678,4.3052,643,3.8017,40.5689,-119.7415,679483
12.3132,42,4.9,2.8443,4282,1.72,32.4398,-118.7063,608134
2.9101,48,2.5856,4.6377,2885,3.2099,35.7835,-120.8401,92817
9.2876,18,8.139,1.9657,2141,3.2824,32.5887,-116.7826,520294
7.7638,14,8.6643,0.7197,1789,3.5148,35.41,-118.5387,474694
3.1026,28,2.9009,4.4211,1449,4.1171,34.8418,-123.5292,122314
14.7377,11,7.4224,1.1733,2325,4.776,41.2148,-123.2129,790154
4.3984,24,6.5362,2.0104,1667,3.8469,40.1817,-120.7105,244537
2.4077,36,7.7055,2.5895,285,4.6903,40.0639,-117.4872,182592
9.5304,19,8.0911,2.7138,675,3.1997,32.2489,-117.5181,514354
11.4747,13,6.9484,0.6057,4528,2.1574,37.0785,-122.1326,613763
1.938,33,9.606,2.8703,3042,3.6341,32.9721,-115.0731,151820
10.3927,19,8.778,0.8466,4428,4.9237,40.6569,-118.859,584383
8.6859,47,3.0607,1.9708,4351,3.8388,36.5213,-118.1956,408232
2.8941,32,9.2221,4.8896,3012,4.8761,32.9717,-116.1065,132622
3.8291,15,4.2364,1.7617,2091,1.0896,41.8365,-122.85,188272
9.1677,11,7.5389,4.1579,3379,2.0334,34.881,-118.7603,491120
5.5008,23,8.6321,2.7964,3034,2.0944,33.997,-117.0459,307714
14.1673,5,4.9273,1.4109,4490,2.7072,37.6456,-121.9563,729991
12.553,22,1.4636,3.7487,2867,1.1232,36.8447,-122.2675,609796
14.7782,42,9.547,2.9981,4336,4.657,34.7449,-114.6379,814641
5.0056,18,1.6523,2.8987,1014,3.8283,39.3734,-116.2053,239435
14.5913,7,4.133,0.6346,2350,1.3358,34.8948,-123.7337,767533
7.3217,33,6.368,2.0023,958,1.6988,35.4505,-119.9739,370193
6.1915,3,2.0578,3.8062,819,3.4124,38.9996,-122.1642,280712
2.1797,28,8.5439,4.0824,2028,4.634,37.7141,-120.835,127076
2.2123,1,2.8308,4.1666,4528,1.3505,34.8878,-121.129,107115
10.8422,49,9.874,0.6683,246,2.7332,41.2276,-114.0067,574305
7.682,47,9.2479,1.2322,3546,1.8001,39.1882,-114.2445,404354
4.558,37,6.441,4.9351,1057,1.7214,35.0223,-123.1076,172728
9.7886,22,6.9401,1.1995,2975,3.9203,40.6265,-121.5928,509951
4.9136,48,5.8025,1.4586,2957,4.306,35.1277,-116.203,202092
9.298,44,4.5199,4.1118,2197,4.6846,41.7565,-117.6686,449644
6.3493,19,4.1654,2.2705,3155,3.7359,41.0801,-123.2168,322638
12.618,14,9.0249,1.0234,166,1.2626,36.0104,-123.5018,681696
12.5794,3,6.1896,1.0629,1124,2.4283,38.6307,-122.352,636352
7.9442,19,8.4096,0.877,2280,2.7662,37.3554,-119.6691,440032
6.2361,33,5.6266,1.313,3524,2.1036,40.168,-115.3484,351638
6.3946,21,3.7632,2.7364,1722,3.1595,40.624,-120.2773,304772
12.3771,1,1.8258,0.5678,2805,1.9305,38.3029,-121.1605,631816
5.9304,26,3.9133,1.0271,167,4.5977,37.5559,-121.0032,313929
4.3223,10,8.9211,4.5821,972,1.574,35.3939,-117.7197,214577
2.6433,35,7.4077,4.4446,4292,2.7042,41.0004,-120.3066,91724
7.8004,13,8.0725,4.2489,573,1.4994,38.0614,-119.4395,383886
8.0088,6,7.9609,3.6783,2937,2.433,32.6753,-119.9219,447141
12.8523,43,2.0798,3.4768,2945,2.9391,38.6855,-120.1564,629036
4.4867,6,2.4297,1.7398,2916,3.2156,34.1289,-122.356,274826
6.6434,35,3.8552,2.0075,2217,2.3259,33.4138,-114.7454,315045
12.4135,16,3.7093,1.5611,692,4.2385,41.8599,-122.6428,663671
12.6189,41,1.5947,4.9114,2882,3.0617,40.9655,-118.0863,566656
6.6922,8,2.3812,3.3544,1430,4.9697,39.2774,-123.405,307360
7.6982,3,8.7061,4.846,685,1.4941,37.8707,-122.1881,403954
5.5944,5,6.3014,1.723,3360,1.7342,35.8509,-120.7266,302457
14.0895,21,4.0805,3.2954,2456,4.2072,35.1643,-122.0356,703128
3.1017,31,5.7383,3.9153,2506,3.2171,35.3652,-120.1627,149315
14.1056,14,3.3518,0.9263,4409,2.4401,36.5262,-117.0636,726399
10.7322,37,6.2546,3.5013,3682,2.6418,35.4202,-117.5242,524326
8.6762,19,1.6717,1.2608,953,3.2552,34.2474,-118.5045,451903
1.9409,37,9.1239,1.9764,234,1.3431,41.1233,-120.966,108548
7.9205,20,3.164,3.7227,2186,4.0605,39.5883,-115.5486,376615
7.0046,2,8.3717,2.4803,2210,2.7965,38.4119,-115.4127,445416
3.6765,7,6.94,4.6452,822,2.6501,36.4272,-121.8025,159294
10.3615,33,5.7071,1.5854,3245,4.0928,40.0434,-114.3186,587884
14.6105,50,9.3682,1.192,483,3.2768,33.6102,-122.3589,769713
9.0895,42,2.4113,2.0173,712,4.0166,33.3929,-121.4141,506358
11.1492,6,2.0735,4.3337,4897,4.7145,41.5406,-116.7264,580517
2.4241,7,3.8967,4.3134,4821,4.7833,41.4236,-116.7723,118825
7.1385,44,8.472,2.1619,4108,2.7171,38.6848,-121.6384,335935
3.0708,18,1.3168,4.1443,1916,1.2781,36.6563,-118.8108,160029
9.7727,43,3.1547,0.85,255,1.05,40.8965,-123.7318,427136
14.1695,29,4.8223,0.5342,2388,3.8209,39.3979,-118.2487,733431
10.434,19,7.4165,4.3916,4687,1.3262,39.6879,-114.7521,506721
2.5368,25,3.6938,4.4333,4917,2.5608,38.5063,-122.2338,126764
6.288,4,5.033,1.1453,4947,3.6491,41.2173,-123.8549,304684
8.934,51,4.0317,1.8397,1115,4.9935,35.1101,-116.196,448997
6.9433,13,1.8285,4.3277,4486,1.8923,34.6642,-114.5589,331854
12.7542,32,7.6481,0.877,3405,1.0388,37.8808,-121.2422,663672
12.4981,27,5.1524,4.3839,2103,1.165,35.506,-115.117,621759
9.7597,51,8.3126,3.0861,266,1.8932,32.5651,-119.4455,495459
6.5417,34,7.2522,3.4577,4164,4.972,41.6197,-116.0852,318047
4.947,28,1.5203,3.1767,1438,1.3085,41.0356,-120.9839,182898
2.9293,9,5.5007,3.1214,219,3.9971,32.1042,-114.708,171172
6.2911,8,9.9177,1.3328,3153,1.5997,40.6814,-123.2788,427191
7.0778,21,3.7708,1.5623,2166,1.8151,37.1787,-115.2199,369095
10.6236,46,5.4366,3.1102,787,1.3437,37.0507,-120.6483,494535
10.3852,30,6.8683,2.3063,1190,1.9124,33.6738,-123.9558,551927
2.4465,29,2.8204,2.9358,3841,1.4621,33.9669,-121.0264,87793
6.836,9,7.3226,1.6401,215,1.0697,34.8092,-115.888,362882
3.954,13,6.938,2.5872,804,4.1946,37.5615,-123.0413,266164
3.617,18,4.3746,1.1453,424,1.762,36.8278,-117.3583,213312
12.6686,38,3.56,0.6728,105,1.4744,34.7624,-115.4587,623541
2.0659,22,9.2719,4.78,1169,2.0888,40.0603,-120.9098,168053
7.159,31,2.1432,3.7537,4907,4.0151,35.5162,-119.6164,336269
3.7707,35,4.8883,2.7413,288,1.8992,33.9688,-123.8777,186927
13.371,42,7.9029,2.9796,1154,3.1676,36.1352,-121.8276,634472
9.02,42,2.3332,2.8003,4146,1.8681,39.059,-122.0175,440468
4.6236,10,9.3963,4.5446,2045,2.5484,35.2366,-115.6375,233813
8.2828,9,5.7363,3.9814,1565,3.0853,35.1858,-115.0785,437630
11.3751,31,5.5433,1.9631,388,4.0313,33.1579,-118.6181,589319
14.4346,44,4.8185,1.4818,3155,2.1268,33.0164,-118.1787,694769
4.476,40,8.8071,0.7994,3479,2.7859,34.9295,-123.3328,223589
13.4635,24,9.536,1.1651,3018,3.5716,39.1959,-118.4474,726424
14.1131,41,4.4206,2.7053,3459,2.101,37.3784,-121.4369,698623
13.8717,49,5.8815,1.4116,3560,1.8801,40.2494,-120.1817,664801
10.0781,8,3.8388,1.9058,4601,3.2756,39.1829,-119.315,501429
10.0026,50,4.3122,1.1,2012,4.8096,38.3769,-118.1607,459926
6.9433,20,1.255,4.6527,2136,4.6403,33.4275,-118.8638,278053
11.6574,17,8.0734,0.6518,744,3.4014,41.1497,-122.7597,631485
8.6725,28,9.724,2.0831,4265,2.688,32.2972,-119.1178,452085
10.6454,6,7.9257,1.6617,1873,3.2633,41.5754,-121.227,602341
7.2842,42,5.6639,0.5374,1931,4.208,40.0348,-115.2458,389863
11.3752,33,8.4476,4.6787,3273,1.3714,34.5229,-122.3817,587764
12.6304,28,8.7209,1.9112,3916,4.1248,41.855,-117.4666,648510
3.4769,1,5.9007,2.7602,4626,3.6321,36.4832,-115.9818,228886
12.7446,41,9.4344,3.1217,1919,2.0762,40.0459,-123.1836,631440
8.794,35,1.2715,3.2472,155,4.5042,41.3215,-118.432,429158
12.903,24,1.0909,2.5712,1943,1.3197,36.9764,-121.6385,626936
7.3226,6,1.7331,3.1722,161,4.6747,38.2003,-122.1502,385857
6.617,7,1.5207,3.8829,3914,2.5517,38.5473,-121.6161,277590
13.8533,9,4.8215,4.7844,4303,4.2413,37.8346,-120.6375,728805
4.8908,37,9.4629,3.4567,4365,1.6178,33.8565,-115.6254,262790
12.8969,16,7.077,2.58,274,3.2701,34.9192,-120.8925,678535
8.0343,34,6.9351,2.5007,1241,1.1338,33.0725,-114.1364,385331
8.4403,35,4.464,3.6944,3530,2.1149,36.3568,-123.9137,384982
5.6643,35,5.8039,3.3217,4334,4.3186,33.8527,-115.783,273756
9.2361,20,3.7376,2.3917,2854,2.8174,33.752,-122.4781,454997
5.8904,23,5.6605,2.0115,4967,3.638,33.1541,-116.2936,347323
2.0301,42,7.7199,4.9692,578,4.2289,36.2322,-117.6646,101286
5.172,35,6.0282,3.9506,3713,3.1213,32.9259,-118.0809,242466
1.5861,47,4.7698,1.4305,690,3.3433,39.2953,-121.8902,64697
14.7078,46,8.6043,1.8148,2738,4.0654,41.0011,-116.9417,763648
14.5376,23,3.587,4.5216,2845,1.4818,35.1327,-119.0297,709952
6.8346,4,5.3334,3.4737,4867,1.2862,40.3942,-114.7765,327565
11.333,10,9.8033,1.8984,2232,3.4877,37.8895,-121.8398,675864
6.1684,43,9.7059,2.1389,4425,4.9003,36.0588,-115.3383,330146
10.5598,11,1.0566,2.2051,2030,3.579,40.1223,-116.572,485961
12.3733,40,5.7901,1.3383,3011,3.8204,39.8781,-123.0525,606206
14.2812,9,4.0323,2.8003,1278,3.6342,41.4033,-118.6911,727803
6.9029,40,3.621,3.9451,4475,3.4228,41.4064,-117.0193,353447
12.0745,12,6.3663,3.0383,1928,1.7905,38.9723,-123.1931,619768
5.09,17,5.0167,3.4517,899,4.3611,41.1255,-120.3322,246985
14.8695,32,7.5956,3.1792,2712,3.3057,32.5483,-116.4109,749109
1.8479,23,1.2442,0.765,1252,4.9135,33.8976,-119.5782,83755
9.6476,15,9.342,1.3463,2256,1.2763,35.0619,-121.9,529638
10.4033,51,6.1083,2.0766,2843,2.1939,39.9279,-122.441,462533
10.7886,28,7.1566,4.5016,617,1.3974,32.4302,-115.7209,519593
3.1252,38,6.4413,2.0691,1070,4.4366,39.5792,-123.3317,188895
14.1702,5,9.9022,1.972,3873,4.2715,38.7051,-122.7847,785866
3.946,40,9.8767,0.8626,1721,4.0922,40.7788,-115.6335,248607
9.9072,18,6.489,4.8744,624,3.7144,32.472,-117.2868,494909
4.5061,21,7.1557,4.0035,3937,1.4264,38.2145,-121.6446,196410
5.6474,15,6.5671,3.9467,4527,2.6238,32.9987,-122.3393,297444
8.8772,3,3.7961,2.2267,1740,3.818,32.5639,-122.8792,476213
7.1321,46,2.7335,0.8527,4839,2.4434,41.4758,-123.5162,370729
3.663,26,4.6249,1.6858,1161,3.8714,34.2239,-121.8887,172533
3.8076,15,7.1448,4.338,3092,2.1416,33.8912,-116.324,222941
7.145,45,1.5038,1.3113,514,3.1742,40.7472,-117.8528,339011
11.7233,20,5.6287,4.5241,3156,2.4181,35.1252,-116.8115,538857
13.6225,21,4.6756,2.9109,3597,4.686,40.4725,-114.2622,694740
2.6357,26,5.7474,3.7154,533,2.7696,38.7018,-119.735,115024
6.8069,41,8.742,2.5414,3450,2.1467,33.8958,-114.7447,367779
2.8533,23,1.4285,4.6954,326,1.228,37.1957,-123.2306,124411
1.724,49,7.8726,1.5785,1951,1.5818,38.6089,-116.1174,74940
10.4332,51,7.0022,3.076,1539,3.2596,39.2283,-117.7828,525134
9.6331,25,2.8346,0.811,155,3.8046,36.8195,-117.6083,532335
3.7008,4,7.6077,2.6619,1722,4.8175,35.5509,-123.9816,245234
4.6565,10,5.4673,4.8772,389,3.3872,41.4888,-121.9663,238731
1.8201,22,5.3292,0.8966,3466,3.7231,36.1744,-114.462,115718
12.7718,3,5.3476,2.7803,4192,3.4792,38.9207,-117.4883,649576
14.6583,19,9.5431,3.2104,933,4.6099,40.3706,-114.8501,761856
3.3287,31,9.4993,4.6929,4705,2.2098,33.6884,-122.5829,205538
4.6249,9,9.2225,1.8384,2807,3.4129,36.8293,-118.5639,285319
13.2235,29,8.9807,2.7632,369,4.8391,37.5212,-121.4618,716826
